Faculty,Course,Semester,Day,Time,Time-start,Time-end,Building,Room,Building_Name,Building_Number
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83320-02,ב',ב',12:00 - 13:00,12:00,13:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83320-03,ב',ב',16:00 - 17:00,16:00,17:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83320-04,ב',ד',16:00 - 17:00,16:00,17:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83321-01,ב',ג',12:00 - 15:00,12:00,15:00,מ.ישראל 507,107,מ.ישראל,507
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83321-02,ב',א',10:00 - 11:00,10:00,11:00,רוח 1002,201,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83321-03,ב',א',13:00 - 14:00,13:00,14:00,מ.ישראל 604,103,מ.ישראל,604
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83321-04,ב',ב',12:00 - 13:00,12:00,13:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-01,א',ג',15:00 - 17:00,15:00,17:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-02,א',א',09:00 - 10:00,9:00,10:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-03,א',א',16:00 - 17:00,16:00,17:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-04,א',ג',17:00 - 18:00,17:00,18:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-05,א',ב',13:00 - 14:00,13:00,14:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-06,א',א',17:00 - 19:00,17:00,19:00,הנדסה 1105,368,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-07,א',ב',14:00 - 16:00,14:00,16:00,הנדסה 1103,223,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-08,א',ב',18:00 - 20:00,18:00,20:00,הנדסה 1103,223,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-09,א',ג',18:00 - 20:00,18:00,20:00,הנדסה 1105,368,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83322-10,א',ב',09:00 - 11:00,9:00,11:00,הנדסה 1105,368,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-01,א',ד',10:00 - 12:00,10:00,12:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-02,א',ד',12:00 - 13:00,12:00,13:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-03,א',ד',13:00 - 14:00,13:00,14:00,רוח 1002,305,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-04,א',ג',10:00 - 11:00,10:00,11:00,מ.ישראל 507,203,מ.ישראל,507
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-05,א',ד',16:00 - 17:00,16:00,17:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-06,א',ב',10:00 - 11:00,10:00,11:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-07,א',ב',11:00 - 13:00,11:00,13:00,הנדסה 1105,368,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-08,א',ד',16:00 - 18:00,16:00,18:00,הנדסה 1105,368,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-09,א',ד',14:00 - 16:00,14:00,16:00,הנדסה 1105,368,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-10,א',ג',11:00 - 13:00,11:00,13:00,הנדסה 1105,368,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83323-11,א',ה',15:00 - 17:00,15:00,17:00,הנדסה 1102,205,הנדסה,1102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83340-01,א',א',13:00 - 16:00,13:00,16:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83340-02,א',ג',09:00 - 10:00,9:00,10:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83340-03,א',ב',09:00 - 10:00,9:00,10:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83340-04,א',ג',12:00 - 13:00,12:00,13:00,מעונות A1300,1,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83356-01,ב',ב',09:00 - 12:00,9:00,12:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83356-02,ב',ד',09:00 - 10:00,9:00,10:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83360-01,א',ג',09:00 - 12:00,9:00,12:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83360-02,א',א',09:00 - 10:00,9:00,10:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83361-01,ב',ב',16:00 - 19:00,16:00,19:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83362-01,ב',ב',13:00 - 15:00,13:00,15:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83362-02,ב',ב',15:00 - 16:00,15:00,16:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83363-01,ב',ג',11:00 - 13:00,11:00,13:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83363-02,ב',ג',13:00 - 14:00,13:00,14:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83363-03,ב',ג',14:00 - 15:00,14:00,15:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83364-01,ב',ה',16:00 - 18:00,16:00,18:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83366-01,ב',ג',15:00 - 17:00,15:00,17:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83366-02,ב',ג',17:00 - 18:00,17:00,18:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83367-01,א',ג',12:00 - 15:00,12:00,15:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83367-02,א',ג',15:00 - 16:00,15:00,16:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83368-01,א',ג',09:00 - 12:00,9:00,12:00,חברה 902,210,חברה,902
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83369-01,ב',ג',09:00 - 12:00,9:00,12:00,רוח 1002,201,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83370-01,ב',א',11:00 - 14:00,11:00,14:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83370-02,ב',א',14:00 - 15:00,14:00,15:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83371-01,א',א',12:00 - 15:00,12:00,15:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83371-02,א',א',15:00 - 16:00,15:00,16:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83372-01,ב',ב',12:00 - 14:00,12:00,14:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83372-02,ב',ב',14:00 - 15:00,14:00,15:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83374-01,א',ב',17:00 - 20:00,17:00,20:00,מעונות A1300,1,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83381-01,א',א',10:00 - 12:00,10:00,12:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83381-02,א',א',12:00 - 14:00,12:00,14:00,רוח 1002,201,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83381-03,א',א',17:00 - 19:00,17:00,19:00,מ.ישראל 502,37,מ.ישראל,502
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83381-04,א',ד',17:00 - 19:00,17:00,19:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83410-01,ב',ד',10:00 - 12:00,10:00,12:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83410-02,ב',ב',09:00 - 10:00,9:00,10:00,רוח 1002,201,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83411-01,ב',א',11:00 - 14:00,11:00,14:00,הנדסה 1105,366,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83411-02,ב',ב',12:00 - 15:00,12:00,15:00,הנדסה 1105,366,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83411-03,ב',ד',10:00 - 13:00,10:00,13:00,הנדסה 1105,366,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83411-04,ב',ד',13:00 - 16:00,13:00,16:00,הנדסה 1105,366,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83411-05,ב',ג',12:00 - 15:00,12:00,15:00,הנדסה 1105,366,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83412-01,ב',ד',13:00 - 15:00,13:00,15:00,מ.ישראל 604,63,מ.ישראל,604
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83412-02,ב',ד',15:00 - 16:00,15:00,16:00,רוח 1002,305,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83415-01,ב',א',11:00 - 14:00,11:00,14:00,הנדסה 1103,223,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83420-01,ב',א',14:00 - 17:00,14:00,17:00,מ.ישראל 505,105,מ.ישראל,505
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83420-02,ב',א',17:00 - 18:00,17:00,18:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83425-01,א',ה',13:00 - 16:00,13:00,16:00,הנדסה 1103,223,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83435-01,א',א',09:00 - 12:00,9:00,12:00,הנדסה 1104,344,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83435-02,א',א',16:00 - 19:00,16:00,19:00,הנדסה 1104,344,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83435-03,א',ב',09:00 - 12:00,9:00,12:00,הנדסה 1104,344,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83435-04,א',ג',15:00 - 18:00,15:00,18:00,הנדסה 1104,344,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83435-05,א',ד',10:00 - 13:00,10:00,13:00,הנדסה 1104,344,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83435-06,א',ד',13:00 - 16:00,13:00,16:00,הנדסה 1104,344,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83435-07,א',ה',10:00 - 13:00,10:00,13:00,הנדסה 1104,344,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83440-01,ב',ד',09:00 - 12:00,9:00,12:00,מעונות A1300,1,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83440-02,ב',ד',16:00 - 17:00,16:00,17:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83445-01,א',א',13:00 - 16:00,13:00,16:00,הנדסה 1104,347,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83445-02,א',א',16:00 - 19:00,16:00,19:00,הנדסה 1104,347,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83445-03,א',ב',12:00 - 15:00,12:00,15:00,הנדסה 1104,347,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83445-04,א',ג',12:00 - 15:00,12:00,15:00,הנדסה 1104,347,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83452-01,ב',א',11:00 - 13:00,11:00,13:00,מעונות A1300,1,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83452-02,ב',א',13:00 - 14:00,13:00,14:00,מעונות A1300,1,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83453-01,א',ב',12:00 - 14:00,12:00,14:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83453-02,א',ב',14:00 - 15:00,14:00,15:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83453-03,א',ד',15:00 - 16:00,15:00,16:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83455-01,א',ד',13:00 - 16:00,13:00,16:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83455-02,א',א',16:00 - 17:00,16:00,17:00,מ.ישראל 604,63,מ.ישראל,604
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83455-03,א',ב',11:00 - 12:00,11:00,12:00,הנדסה 1104,243,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83456-02,א',ב',18:00 - 19:00,18:00,19:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83458-01,א',ג',09:00 - 11:00,9:00,11:00,מ.ישראל 605,13,מ.ישראל,605
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83458-02,א',ג',11:00 - 12:00,11:00,12:00,מ.ישראל 605,13,מ.ישראל,605
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83459-01,ב',א',11:00 - 13:00,11:00,13:00,הנדסה 1104,243,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83459-02,ב',א',17:00 - 19:00,17:00,19:00,מ.ישראל 505,105,מ.ישראל,505
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83459-03,ב',ד',14:00 - 16:00,14:00,16:00,רוח 1002,202,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83466-01,א',א',09:00 - 12:00,9:00,12:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83466-02,א',א',12:00 - 13:00,12:00,13:00,רוח 1002,305,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83466-03,א',ג',09:00 - 10:00,9:00,10:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83500-01,א',ה',14:00 - 17:00,14:00,17:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83500-02,א',ה',17:00 - 18:00,17:00,18:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83500-03,א',א',11:00 - 12:00,11:00,12:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83501-01,ב',ד',11:00 - 14:00,11:00,14:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83501-02,ב',ד',14:00 - 16:00,14:00,16:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83501-03,ב',ה',16:00 - 18:00,16:00,18:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83502-01,ב',ד',16:00 - 18:00,16:00,18:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83503-01,א',א',12:00 - 16:00,12:00,16:00,מ.ישראל 605,11,מ.ישראל,605
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83503-02,א',ג',17:00 - 19:00,17:00,19:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83503-03,א',ד',15:00 - 17:00,15:00,17:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83504-01,א',ב',11:00 - 14:00,11:00,14:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83504-02,א',א',16:00 - 17:00,16:00,17:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83504-03,א',ה',13:00 - 14:00,13:00,14:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83504-04,ב',ב',15:00 - 18:00,15:00,18:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83504-05,ב',ב',18:00 - 19:00,18:00,19:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83504-06,ב',ד',12:00 - 13:00,12:00,13:00,הנדסה 1104,243,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83505-01,א',ב',14:00 - 17:00,14:00,17:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83505-02,א',ב',17:00 - 18:00,17:00,18:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83505-03,א',ה',12:00 - 13:00,12:00,13:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83506-01,ב',ג',12:00 - 15:00,12:00,15:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83506-02,ב',ג',15:00 - 16:00,15:00,16:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83506-03,ב',ד',11:00 - 12:00,11:00,12:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83507-01,ב',א',12:00 - 15:00,12:00,15:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83507-02,ב',א',15:00 - 16:00,15:00,16:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83507-03,ב',ג',10:00 - 11:00,10:00,11:00,הנדסה 1104,243,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83508-01,ב',ב',17:00 - 19:00,17:00,19:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83508-02,ב',ב',19:00 - 20:00,19:00,20:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83509-01,ב',א',16:00 - 18:00,16:00,18:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83509-02,ב',א',18:00 - 20:00,18:00,20:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83510-01,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 505,103,מ.ישראל,505
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83510-02,ב',ד',18:00 - 19:00,18:00,19:00,מ.ישראל 505,103,מ.ישראל,505
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83511-01,ב',א',14:00 - 17:00,14:00,17:00,הנדסה 1102,2,הנדסה,1102
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83511-02,ב',ד',13:00 - 14:00,13:00,14:00,הנדסה 1104,243,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83512-01,א',א',10:00 - 13:00,10:00,13:00,הנדסה 1104,243,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83512-02,א',א',13:00 - 14:00,13:00,14:00,הנדסה 1104,243,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83513-01,א',א',14:00 - 17:00,14:00,17:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83513-02,א',א',17:00 - 18:00,17:00,18:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83530-01,ב',ב',15:00 - 17:00,15:00,17:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83530-02,ב',ב',17:00 - 18:00,17:00,18:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83531-01,א',ד',11:00 - 14:00,11:00,14:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83531-02,א',ד',14:00 - 15:00,14:00,15:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83531-03,א',ג',12:00 - 13:00,12:00,13:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83532-01,ב',א',15:00 - 17:00,15:00,17:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83532-02,ב',א',17:00 - 18:00,17:00,18:00,מ.ישראל 604,64,מ.ישראל,604
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83533-01,ב',ד',13:00 - 16:00,13:00,16:00,מ.ישראל 605,102,מ.ישראל,605
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83533-02,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 605,102,מ.ישראל,605
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83533-03,ב',ד',16:00 - 18:00,16:00,18:00,מ.ישראל 605,104,מ.ישראל,605
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83538-01,ב',ה',10:00 - 14:00,10:00,14:00,רוח 1002,201,רוח,1002
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83545-01,ב',ד',10:00 - 12:00,10:00,12:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83545-02,ב',ד',12:00 - 13:00,12:00,13:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83550-01,ב',ד',11:00 - 13:00,11:00,13:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83551-01,א',ד',10:00 - 12:00,10:00,12:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83551-02,א',ד',12:00 - 13:00,12:00,13:00,הנדסה 1104,244,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83554-01,ב',ב',09:00 - 10:00,9:00,10:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83554-02,ב',ב',10:00 - 13:00,10:00,13:00,מעונות A1300,2,מעונות,A1300
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83560-01,ב',ה',12:00 - 16:00,12:00,16:00,הנדסה 1103,224,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83562-01,ב',א',17:00 - 19:00,17:00,19:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83562-02,ב',א',19:00 - 20:00,19:00,20:00,הנדסה 1104,249,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83563-01,א',ב',15:00 - 17:00,15:00,17:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83563-02,א',ב',17:00 - 18:00,17:00,18:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83563-03,א',ב',18:00 - 19:00,18:00,19:00,הנדסה 1104,42,הנדסה,1104
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83577-02,ב',ג',11:00 - 12:00,11:00,12:00,הנדסה 1105,53,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83578-01,א',ד',16:00 - 18:00,16:00,18:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83578-02,א',ד',18:00 - 19:00,18:00,19:00,הנדסה 1103,22,הנדסה,1103
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83580-01,ב',א',10:00 - 13:00,10:00,13:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83580-02,ב',א',13:00 - 14:00,13:00,14:00,הנדסה 1105,271,הנדסה,1105
"מחלקה הפקולטה להנדסה ע""ש אלכסנדר קופקין",83581-02,א',ב',10:00 - 12:00,10:00,12:00,רוח 1002,305,רוח,1002
